# Bright Star Catalogue, 5th Revised Ed. (Preliminary Version)
# Hoffleit D., Warren Jr W.H., Astronomical Data Center, NSSDC/ADC (1991)
# VizieR catalogue V/50 -- https://cdsarc.cds.unistra.fr/ftp/V/50/
#
# Generated by scripts/gen-starcatalog. Do not edit by hand.
# Selection: apparent visual magnitude <= 6.5. Equinox and epoch J2000.
#
# hr	ra_deg	dec_deg	vmag	bv	spectral_type	designation	name
1928	84.93417	25.89694	5.18	-0.15	B3IV	125 Tau	
2630	105.60333	24.21528	5.18	+0.94	G5IIa-Ib	42Ome Gem	
2999	116.66375	37.51750	5.18	+1.58	M2IIIb		
3044	117.42167	-17.22833	5.18	+1.28	K3III	6 Pup	
3588	134.71792	-47.23472	5.18	+0.25	Am		
4191	160.88708	46.20389	5.18	+0.33	F5III		
4371	169.32250	2.01056	5.18	+1.52	M0III-IIIb	75 Leo	
4567	179.00375	-17.15083	5.18	-0.02	A0V	30Eta Crt	
4617	181.95750	-75.36694	5.18	+1.30	K2II-III		
4717	186.07708	26.09861	5.18	+0.08	A3V	13 Com	
6729	270.37458	21.59528	5.18	+0.95	G8III	95 Her	
7358	290.71208	26.26250	5.18	-0.12	B6III	3 Vul	
7731	303.56042	28.69472	5.18	+0.18	A7IVn	21 Vul	
8076	316.60292	-32.34167	5.18	+1.10	K2III		
8171	319.84250	64.87194	5.18	-0.04	B3IVe	6 Cep	
8283	325.38708	-14.04750	5.18	+0.65	G1V+G0V	42 Cap	
9006	356.81667	-50.22667	5.18	-0.19	B3V	Sig Phe	
9031	357.83875	-18.90889	5.18	-0.14	B9pSiSrCr	108 Aqr	
118	7.59458	-23.78778	5.19	+0.12	A5Vn		
235	12.53167	-10.64444	5.19	+0.50	F7IV-V	19Phi2Cet	
694	36.10375	50.00667	5.19	+0.98	G8III	64 And	
1314	64.17958	53.61194	5.19	+0.05	A2Vn		
1569	73.69542	11.42611	5.19	+0.12	A3V	6 Ori	
1953	82.97042	-76.34111	5.19	+1.13	K2III	Gam Men	
2469	100.48500	-9.16722	5.19	+1.53	M0III		
2805	111.03542	40.67222	5.19	+1.23	K1+IIIaCN1	66 Aur	
3442	129.99000	-53.05500	5.19	-0.14	B4IV		
4955	196.97417	-10.74028	5.19	+1.14	K2III	49 Vir	
5886	236.66667	62.59944	5.19	+0.04	A2IV		
7647	299.98000	37.04278	5.19	-0.17	B3IVe	25 Cyg	
8627	339.66250	63.58444	5.19	+0.06	A3IV	30 Cep	
142	8.81208	-3.59278	5.20	+0.56	F8V	13 Cet	
695	35.63583	-23.81639	5.20	+0.60	G0Va	Kap For	
1268	61.65167	27.60000	5.20	-0.13	B9pSi	41 Tau	
1695	76.89167	-63.39972	5.20	+1.65	M3III		
2027	88.74083	59.88833	5.20	+0.02	A2V	31 Cam	
2220	93.71208	19.15639	5.20	+0.44	F6V	71 Ori	
2334	96.80750	0.29917	5.20	+1.18	K1II		
2420	99.70500	39.90250	5.20	-0.07	B8III	52Psi3Aur	
2492	101.11833	-31.07056	5.20	-0.12	B2IIIe	10 CMa	
2639	105.48500	-5.72222	5.20	+1.68	M2III		
2666	106.01167	-42.33722	5.20	+0.20	Am		
2715	108.97875	59.63750	5.20	+1.07	K2III	18 Lyn	
3283	125.33750	-36.48444	5.20	-0.19	B2IV-V		
3439	130.08042	-40.26417	5.20	-0.01	B9V		
3460	129.77167	-70.38694	5.20	+0.01	A0V	The Vol	
3561	134.31208	15.32278	5.20	+0.15	A5III	62Omi1Cnc	
3575	134.88583	32.41861	5.20	+0.93	G8III	64Sig3Cnc	
3870	146.63208	57.12806	5.20	+1.62	M3IIIab		
4461	174.01167	69.32278	5.20	+1.01	K0III	2 Dra	
5546	223.89417	-60.11417	5.20	+1.16	K2III		
5622	226.65667	-16.25694	5.20	+1.58	K5-III	21Nu Lib	
5894	237.67375	15.13361	5.20		M7IIIe		
6107	245.58917	33.79917	5.20	+1.60	M2IIIab	20Nu 1CrB	
6125	247.70583	-61.63361	5.20	+1.23	K0II-IIICNIb-II		
6424	259.50292	-24.28694	5.20	+1.10	K0II-III	39Omi Oph	
7066	281.87083	-5.70500	5.20	+1.47	K0Ibp		
7879	307.87667	74.95472	5.20	+0.07	A0pSrCrEu	73 Dra	
8592	338.67333	-20.70833	5.20	+0.44	F4IV	59Ups Aqr	
8890	350.66333	-15.03917	5.20	+0.20	A3Vp	97 Aqr	
331	16.94958	-41.48694	5.21	+0.16	A3IV	Ups Phe	
802	40.16500	-54.55000	5.21	+0.40	F4IV	Zet Hor	
2142	91.05625	-6.70917	5.21	-0.06	B2Ven		
2293	96.70375	58.41722	5.21	+1.53	K4III	5 Lyn	
2466	100.60125	17.64528	5.21	+0.06	A2V	26 Gem	
3204	122.39958	-44.12278	5.21	-0.19	B2IV-V		
3512	132.46458	-32.78056	5.21	+0.87	G5III		
4116	157.36958	-2.73917	5.21	-0.06	B9.5V	29Del Sex	
4594	180.52833	43.04556	5.21	+0.26	F0Vam	67 UMa	
4696	185.14042	-22.21583	5.21	-0.10	B8Vne	5Zet Crv	
5100	203.24208	-10.16500	5.21	+0.96	K0III	76 Vir	
5495	221.75542	-52.38361	5.21	+0.98	G8III		
6918	276.80208	0.19611	5.21	+0.50	G0III+A6V	59 Ser	
8085	316.72750	38.74583	5.21	+1.18	K5V	61 Cyg	
8621	339.65792	56.79583	5.21	+1.58	M4+III		
242	12.67167	-50.98694	5.22	+0.36	F2III	Rho Phe	
592	31.38000	76.11500	5.22	+0.95	G8III	49 Cas	
836	42.32292	17.46417	5.22	-0.06	B6V	42Pi Ari	
1315	63.65125	10.01111	5.22	-0.10	B9Vn		
2103	89.70667	0.55306	5.22	+0.01	A1V s	60 Ori	
2305	96.04292	-11.53028	5.22	+1.24	K3III		
2389	97.36875	-56.85278	5.22	+1.09	K0III		
2487	101.91500	48.78944	5.22	+1.12	K0III	57Psi6Aur	
2846	111.93500	21.44500	5.22	+0.39	F5V+F5V	63 Gem	
3540	133.91542	27.92750	5.22	+1.00	G8II-III	58Rho2Cnc	
4409	171.37250	-36.06306	5.22	+0.99	K0III		
4503	175.43333	-32.49972	5.22	+1.48	K5III+F7V		
4847	191.40458	7.67333	5.22	+0.33	F0IIIm	32 Vir	
4968	197.49708	17.52944	5.22	+0.45	F5V	42Alp Com	Diadem
4969	197.49708	17.52944	5.22		F5V	42Alp Com	
5001	198.99500	-19.94306	5.22	+1.03	K1III-IV	57 Vir	
5011	199.19375	9.42417	5.22	+0.59	G0V s	59 Vir	
6048	243.46208	-11.83750	5.22	+1.42	K3III	17Chi Sco	
6245	252.89042	-41.23056	5.22	+0.07	O8Iaf		
7162	284.25667	32.90139	5.22	+0.59	F9V		
7266	287.24958	6.07333	5.22	+0.35	F0III-IV	19 Aql	
7657	300.50583	24.93806	5.22	+0.36	F2III	16 Vul	
7889	309.81833	-14.95472	5.22	-0.12	B6III	14Tau Cap	
8930	352.82250	39.23639	5.22	+1.02	K0III	14 And	
114	7.53042	29.75167	5.23	+0.24	A7III	28 And	
389	20.28083	28.73806	5.23	+1.39	gK5	91 Psc	
595	30.51167	2.76361	5.23		A3m	113Alp Psc	
892	44.67500	-2.78250	5.23	0.00	A2IV		
1009	51.16875	64.58611	5.23	+2.08	M0II		
1100	54.07250	-17.46694	5.23	-0.13	B9.5p	20 Eri	
1269	61.75208	29.00139	5.23	+0.34	F1V	42Psi Tau	
1474	69.40042	-2.47333	5.23	+0.28	F0V	51 Eri	
1749	80.45167	41.80444	5.23	-0.15	B3V	20Rho Aur	
2375	97.95125	11.54444	5.23	+0.15	A3V		
3037	116.88125	-46.60861	5.23	-0.14	B1.5IV		
3213	122.43000	-47.93750	5.23	-0.21	B1IVe		
3456	130.48708	-45.41083	5.23	+0.21	B6Iae		
3605	135.43583	-52.18833	5.23	-0.12	B9Si		
3947	149.71792	-35.89111	5.23	+0.31	F1III-IV	Eta Ant	
4220	161.62375	-64.26333	5.23	-0.07	B7IV		
4221	161.73958	-56.75722	5.23	-0.08	B8-9IIIe		
4355	168.18833	-64.16972	5.23	-0.06	B8V		
5349	214.96458	-61.27306	5.23	+0.29	Am		
5888	237.57292	2.19639	5.23	+1.02	G8III	34Ome Ser	
6128	246.93125	-7.59806	5.23	+1.72	M3-III		
6468	261.50000	-50.63361	5.23	+1.06	G8III	Kap Ara	
6573	263.74792	61.87500	5.23	+0.61	G0Va	26 Dra	
7172	284.77375	13.62250	5.23	+0.53	F8V	11 Aql	
7261	286.85667	32.50167	5.23	+0.34	F0V	17 Lyr	
8034	314.76833	4.29361	5.23	+0.46	F6IV	1Eps Equ	
197	11.18500	-22.00611	5.24	+0.33	F1III-IV		
361	18.43292	7.57528	5.24	+0.32	A7IV	86Zet Psc	
493	25.62417	20.26861	5.24	+0.84	K1V	107 Psc	
1010	49.55375	-62.50639	5.24	+0.60	G1V	Zet2Ret	
1181	56.91500	-23.87472	5.24	+0.07	A2	28Tau7Eri	
1395	65.47208	-63.38639	5.24	+0.96	G8III	Eta Ret	
2399	98.08875	-37.69667	5.24	+1.00	G8III		
3140	119.86833	-39.29722	5.24	+0.39	F5III		
3623	136.93667	10.66806	5.24	-0.11	B8IIIpMn	76Kap Cnc	
3681	139.17375	-6.35306	5.24	+1.17	K2III	23 Hya	
4042	154.40750	-8.06889	5.24	+0.31	F2III	22Eps Sex	
4203	161.46625	30.68222	5.24	-0.06	A1Vn	42 LMi	
4251	163.37292	-20.13889	5.24	+0.47	F6V		
4916	193.86875	65.43861	5.24	+0.28	F0V	8 Dra	
5334	213.01667	69.43250	5.24	+1.58	M2IIIab		
5516	221.93667	-26.08750	5.24	+0.94	G5III	56 Hya	
5742	232.35125	-46.73278	5.24	+1.74	K4III		
5823	234.45667	40.35333	5.24	+0.88	G7III-IVFe-2	54Phi Boo	
5837	235.65958	-37.42500	5.24	+0.98	G8-K0III		
6234	251.94333	5.24667	5.24	-0.02	B9pCr:	45 Her	
6734	270.77042	-8.18056	5.24	+0.38	F2V	69Tau Oph	
7050	281.93583	-40.40611	5.24	+0.78	G5-6III	Mu CrA	
7078	282.41708	-20.32472	5.24	+1.41	K4III	29 Sgr	
7759	304.23042	40.36500	5.24	+1.65	K3.5IIab-IIb		
8127	318.90792	-20.65167	5.24	+1.17	gG9	28Phi Cap	
8228	322.36250	46.54056	5.24	+0.97	K0-III	71 Cyg	
8285	325.50333	-23.26278	5.24	+0.95	G9III	41 Cap	
8472	332.95333	56.83944	5.24	+0.51	F8V		
8779	345.88708	67.20917	5.24	+1.26	K3III		
8998	356.05042	-18.27694	5.24	-0.08	B9Vn	106 Aqr	
35	2.93333	-35.13306	5.25	+0.44	F4V	The Scl	
37	3.04167	-17.93833	5.25	+1.48	K5III		
497	25.53583	-32.32694	5.25	+1.05	K0III	Pi Scl	
737	37.87542	2.26722	5.25	+1.27	K3III		
1146	56.12708	-1.16306	5.25	-0.10	B7V	24 Eri	
1783	80.87583	-13.92722	5.25	-0.21	B2IV	8 Lep	
2483	101.68458	43.57750	5.25	+0.56	G0V	56Psi5Aur	
2791	109.64000	-39.21028	5.25	+0.01	A1V		
2851	112.00875	6.94194	5.25	+0.22	F0III	5Eta CMi	
2880	113.02458	1.91444	5.25	+0.22	F0III	7Del1CMi	
2886	113.40208	15.82667	5.25	+0.05	A1Vn	68 Gem	
3674	138.60208	-43.22750	5.25	-0.14	B4V		
3829	144.59042	40.23972	5.25	+0.22	F0V	42 Lyn	
4250	163.12875	-57.24056	5.25	+0.16	B9Ia		
4466	173.98167	-47.64167	5.25	+0.25	A7m		
4943	196.43542	35.79889	5.25	-0.08	B9V	14 CVn	
4973	197.84667	-43.36889	5.25	+1.05	K1-2III		
5064	201.68000	-12.70778	5.25	+1.52	M0III	68 Vir	
5207	208.02000	-52.81167	5.25	-0.09	B9V		
5300	212.07208	49.45806	5.25	+1.65	M1.5III	13 Boo	
5635	226.56958	54.55639	5.25	+0.96	G7.5IIIFe-1		
6126	245.45292	69.10944	5.25	+1.12	K2III		
6152	247.64000	20.47917	5.25	+1.29	G8IIICN-2CH-1		
6280	253.64875	-6.15389	5.25	+1.08	K2III	23 Oph	
6332	255.40167	33.56833	5.25	+0.02	A3IV	59 Her	
6451	260.81708	-47.46833	5.25	-0.11	B2IIIne	Iot Ara	
6549	264.52333	-54.50028	5.25	+0.20	A5IV-V	Pi Ara	
6875	276.07583	-44.11028	5.25	-0.19	B2.5Vn		
6885	275.70417	17.82667	5.25	+1.27	K3III		
7102	282.47042	32.55083	5.25	+0.08	A3V	9Nu 2Lyr	
7814	306.83000	-18.21167	5.25	-0.07	B8II-III	10Pi Cap	
8640	340.36917	40.22556	5.25	-0.14	B2III	12 Lac	
567	29.90833	64.62139	5.26	+0.01	A0Vn		
852	42.25625	-62.80667	5.26	+0.10	A2V	Nu Hor	
925	46.06833	-7.60083	5.26	+0.20	A8V	10Rho3Eri	
1188	57.57875	25.57944	5.26	+0.21	A2V+A5V		
1356	65.15125	15.09528	5.26	+0.22	F0V	58 Tau	
1452	68.54875	-8.97028	5.26	+1.47	K4III		
1901	83.91458	-4.85583	5.26	+0.24	F0III	45 Ori	
2518	101.83917	-37.92972	5.26	-0.08	B9IV		
3415	128.81417	-58.22500	5.26	-0.14	B3V+B3Vn		
3703	139.52417	-51.05111	5.26	-0.07	B7-8III		
3937	149.55583	12.44472	5.26	-0.04	B9IV	27Nu Leo	
4084	157.76917	82.55861	5.26	+0.37	F2V		
4495	175.19625	21.35278	5.26	+0.98	K1III	92 Leo	
4590	180.21333	-19.65889	5.26	-0.20	B1.5V		
5676	228.62167	29.16417	5.26	+0.03	A2V	48Chi Boo	
5802	234.12333	10.01000	5.26	+0.95	K0III:CN1Ba0.7Sr2	16 Ser	
7587	299.27583	-58.90139	5.26	-0.01	B9.5IV		
8104	318.26292	-39.42528	5.26	+0.44	F5IV+F6V		
8670	341.88792	-19.61333	5.26	+0.94	G7III	68 Aqr	
430	22.52583	47.00722	5.27	+1.00	K0III	49 And	
646	33.20042	21.21083	5.27	+0.43	F5V	17Eta Ari	
935	46.63958	-6.08861	5.27	+1.60	M3III		
1327	65.16792	65.14056	5.27	+0.81	G5IIb		
1530	71.08792	-59.73278	5.27	+0.20	A8-9III-IV	Kap Dor	
1999	87.00083	6.45417	5.27	+0.23	A5V	52 Ori	
2273	94.92833	-7.82306	5.27	-0.19	B2.5V	7 Mon	
2384	97.45458	-50.23917	5.27	+0.41	F2V		
2398	98.80042	28.02222	5.27	-0.03	A0Vnn	49 Aur	
2447	99.44833	-32.33972	5.27	+1.18	K2III		
2529	102.88750	21.76111	5.27	-0.02	A2V	36 Gem	
2969	116.01750	50.43389	5.27	0.00	A0IIIn		
3420	129.46750	-26.25500	5.27	-0.04	A0V	Eta Pyx	
3660	138.95792	56.74139	5.27	+1.56	K5III	17 UMa	
3679	138.57500	-55.56972	5.27	+0.99	G8II-III		
3917	148.92917	49.82000	5.27	+0.07	A3III	31 UMa	
4521	176.73167	55.62833	5.27	+1.27	K2.5IIIbCN1Ca1		
5299	211.98250	43.85444	5.27	+1.59	M4.5:III		
6021	245.11167	-78.66722	5.27	+1.41	K3III	Del2Aps	
6109	246.98875	-64.05806	5.27	+0.36	F4IV	Iot TrA	
6860	274.79458	24.44611	5.27	+1.53	K3III:Ba0.4	105 Her	
7117	281.44458	74.08556	5.27	+0.92	K0II-III		
7181	284.93958	26.23056	5.27	+1.24	K2III		
7497	295.64167	11.82667	5.27	+0.57	G0:III+A3V	47Chi Aql	
7676	300.36875	64.82111	5.27	+1.56	M1III-IIIb	64 Dra	
8426	331.25208	62.78556	5.27	+1.41	K4III	20 Cep	
8546	333.29417	86.10806	5.27	-0.03	B9.5Vn		
30	2.50875	-82.22389	5.28	+1.05	G8III	Gam3Oct	
456	24.62875	73.04000	5.28	+0.96	G8III	40 Cas	
652	33.22708	-30.72389	5.28	-0.02	B9V	Mu For	
655	33.98417	33.35889	5.28	-0.01	A0V	7 Tri	
689	35.48583	0.39583	5.28	+1.65	M2III	69 Cet	
776	37.91875	-79.10944	5.28	+0.98	G8III	Mu Hyi	
890	45.21750	52.35167	5.28	-0.05	B7V		
1005	50.30667	21.14694	5.28	-0.07	B5IV	61Tau1Ari	
1210	59.15208	50.69528	5.28	+0.41	F5IV	43 Per	
1244	60.38333	-1.54972	5.28	-0.15	B5V	35 Eri	
1388	66.35417	22.19972	5.28	+0.25	A7V	67Kap2Tau	
1390	66.52625	31.43889	5.28	+0.97	K1III		
1751	80.86583	57.54444	5.28	-0.03	A0Vn	16 Cam	
2786	109.71333	-26.58583	5.28	+0.96	G2Ib		
3315	126.26542	-24.04611	5.28	+1.48	K5III+K1III		
3995	152.17750	-65.81528	5.28	+0.98	K0III		
4017	153.34500	-51.23333	5.28	+0.25	A7V		
4893	192.30667	83.41278	5.28	-0.03	A1IIIShell		
6721	283.69542	-87.60583	5.28	+1.28	K3III	Chi Oct	
6738	270.59625	20.83361	5.28	-0.09	B3IV	96 Her	
6960	278.49083	-33.01667	5.28	-0.11	B2IV-V		
7262	286.82542	36.10028	5.28	-0.11	B6IV	18Iot Lyr	
7315	289.45417	11.59528	5.28	+0.20	F0IV	25Ome1Aql	
7610	299.05958	11.42389	5.28	-0.01	A1IV	61Phi Aql	
7761	304.84833	-19.11861	5.28	+1.40	K3II	7Sig Cap	
8128	318.93708	-15.17139	5.28	+1.64	M3III	29 Cap	
8987	355.61625	-15.44778	5.28	+1.37	K4III		
336	17.66375	68.77861	5.29	-0.02	A0Vnn	31 Cas	
717	37.04167	29.66944	5.29		F0III	12 Tri	
1011	50.80500	49.21333	5.29	-0.07	B5V		
1309	63.38792	7.71611	5.29	+0.36	F2V+F5V	46 Tau	
1494	70.72625	43.36500	5.29	0.00	A1Vn	59 Per	
1973	85.56292	-34.66778	5.29	-0.05	B9.5V		
1993	86.92875	13.89972	5.29	-0.17	B2IV-V	133 Tau	
2094	88.70917	-52.63528	5.29	+0.31	F0VDel Del		
2405	99.13708	38.44528	5.29	+2.61	C5II		
2504	101.71292	-14.42583	5.29	-0.04	B9III	11 CMa	
3110	119.58583	2.22472	5.29	+0.92	K0III	14 CMi	
3334	125.51833	-73.40000	5.29	+0.01	A0-1IV-V	Eta Vol	
3486	131.81250	-1.89722	5.29	+0.04	A3V		
3720	139.35583	-74.89444	5.29	+0.02	A1V		
4120	157.21917	-64.17222	5.29	+1.86	M0III		
4519	176.43292	-45.69000	5.29	-0.12	B6III		
4690	184.95292	48.98417	5.29	+1.66	M0III	3 CVn	
4752	187.22792	25.91278	5.29	-0.05	A1IVp	17 Com	
5330	213.71167	10.10056	5.29	+1.00	K1III	15 Boo	
6199	249.50167	56.01556	5.29	+1.08	K1III		
6314	255.78667	-53.23694	5.29	+0.48	F6V	Eps2Ara	
6477	261.71458	-45.84361	5.29	-0.07	B7V+B9.5V		
8229	323.02458	-41.17917	5.29	+1.10	K0III	Xi Gru	
8280	327.72625	-82.71917	5.29	+0.75	G8-K0III	Lam Oct	
8321	326.51833	22.94889	5.29	+1.41	K0IbHdel 0.5	12 Peg	
8344	327.53625	17.28556	5.29	+0.37	F2III-IV	13 Peg	
8416	330.97042	63.11972	5.29	+1.58	M5IIIab	18 Cep	
8515	336.15333	-72.25556	5.29	+0.65	A3V:+F9V	Nu Ind	
9002	356.50375	-18.67806	5.29	+0.28	F2III+F2V	107 Aqr	
670	34.82000	47.38000	5.30	-0.01	A1V	62 And	
758	39.26042	34.26389	5.30	+1.55	M4IIIe		
782	40.17125	27.06083	5.30	+0.09	A3V	33 Ari	
1511	72.00125	56.75722	5.30	+0.25	A3m	4 Cam	
1658	76.95167	20.41833	5.30	+0.09	A5V	106 Tau	
1757	79.99625	-12.31556	5.30	-0.12	B7IVnn	7Nu Lep	
2223	93.85458	16.14306	5.30	-0.14	B7V	72 Ori	
2595	103.94500	-22.94139	5.30	-0.18	B3II-III		
2820	111.24250	11.66972	5.30	+0.10	A5IV	1 CMi	
3008	116.56750	10.76833	5.30	+0.01	A1Vnn	11 CMi	
3176	121.94083	21.58167	5.30	+0.63	G1IVb	10Mu 2Cnc	
4415	171.64708	-61.11528	5.30	-0.08	B3IV		
4504	175.61833	66.74500	5.30	+1.28	K3III	3 Dra	
4558	178.67708	-25.71389	5.30	+0.88	G4III		
5548	223.58375	-24.64222	5.30	+1.32	K2III	12 Lib	
7624	299.96375	-34.69778	5.30	+0.17	A4/5IV	The2Sgr	
8048	315.74167	-38.63167	5.30	+0.41	F3V	Zet Mic	
8087	317.14000	-21.19361	5.30	+0.01	A0V	25Chi Cap	
8289	325.56458	5.68000	5.30	+1.64	M2IIIab	7 Peg	
8410	331.19750	-0.90667	5.30	+0.23	A5m	32 Aqr	
8967	354.78458	50.47167	5.30	-0.06	B9V	18 And	
9039	358.15458	10.94750	5.30	+0.18	A4Vn	82 Peg	
267	14.00625	-11.26667	5.31	+1.52	K4III	22Phi3Cet	
514	26.41167	-25.05250	5.31	+0.39	F1V	Eps Scl	
645	33.40125	51.06583	5.31	+0.93	G8III:		
778	39.35167	-52.54306	5.31	+0.27	A6V	Eta Hor	
1069	53.10958	46.05694	5.31	+0.40	F4III	36 Per	
1469	69.30708	0.99833	5.31	-0.12	B7V		
1516	70.69333	-50.48139	5.31	+0.98	K0-1III	Lam Pic	
1677	75.67917	-71.31444	5.31	+1.00	G8III	Bet Men	
1935	84.43583	-28.68944	5.31	+0.46	F4V	Nu 2Col	
2008	86.61417	-46.59722	5.31	+1.04	K0-1II		
2168	91.92333	-19.16583	5.31	+1.68	M2III	19 Lep	
2727	108.06583	-40.49889	5.31	+0.06	A3pSrEuCr		
2983	116.02875	25.78417	5.31	+1.54	K4-5III	76 Gem	
3170	121.06750	-32.67500	5.31	+1.91	M1Ib		
3500	132.34042	-3.44306	5.31	-0.09	B9pHgMn	14 Hya	
3991	152.52458	-12.81611	5.31	+0.36	F5V		
4422	172.26750	39.33694	5.31	+0.01	A2V	57 UMa	
4652	183.51083	-45.72389	5.31	+1.43	K3III		
4830	190.70958	-63.05861	5.31	+0.27	B1IIIe		
5048	201.30792	-64.48528	5.31	+0.40	F2III		
5523	222.32958	-14.14889	5.31	+0.07	A1pSrCrEu	7Mu Lib	
6516	262.59917	-1.06250	5.31	+0.72	G9IV-VHdel 1		
7612	300.46833	-66.94417	5.31	+1.22	K2IVCNII	Mu 2Pav	
7794	305.79458	5.34306	5.31	+0.97	G8III-IV		
8032	314.56833	22.32583	5.31	+1.40	K3.5III	33 Vul	
8215	321.83917	37.11667	5.31	-0.14	B3V	70 Cyg	
8216	321.71500	48.83500	5.31	+0.07	A6pCrEu:		
8975	355.15917	-32.07306	5.31	+0.97	K1III	Mu Scl	
917	45.67625	-7.68528	5.32	+0.94	K0II-III	9Rho2Eri	
2165	93.21292	65.71833	5.32	+1.34	K1.5IIIbCN-0.5	36 Cam	
2498	101.49708	-14.79611	5.32	+0.07	A2V		
3182	123.20333	68.47417	5.32	+1.04	G7+II		
3652	138.45083	43.21778	5.32	-0.14	B8IIIpMn	36 Lyn	
3863	145.17708	-57.98361	5.32	+0.20	A3IV		
3900	147.97083	24.39528	5.32	+0.23	A5IV	22 Leo	
4365	168.96625	13.30750	5.32	+1.20	K3III	73 Leo	
4528	176.97875	8.24583	5.32	+0.02	A1	4 Vir	
4712	185.89750	-35.41278	5.32	-0.08	B9III		
4908	193.98750	-56.83611	5.32	+0.01	O9Ib		
4928	194.97958	66.59722	5.32	+1.29	K2III	9 Dra	
5390	216.20250	-24.80639	5.32	+0.96	G8III		
5558	223.93625	-33.85583	5.32	+0.04	A0V		
6279	253.24208	31.70167	5.32	+0.29	F0-2V	53 Her	
7703	302.79958	-36.10111	5.32	+0.87	K3V		
7753	304.19625	24.67111	5.32	+0.95	G8III	24 Vul	
8480	333.57500	-21.07417	5.32	+0.80	K0III+F2V	41 Aqr	
8531	336.23500	-57.79722	5.32	+0.67	G3IV		
8887	350.47875	31.81250	5.32	-0.11	B6III	64 Peg	
8940	353.36708	22.49889	5.32	+1.60	M5IIIa	71 Peg	
175	10.28000	39.45861	5.33	+0.89	G8III	32 And	
855	43.42750	38.33750	5.33	+0.41	F4IV	20 Per	
1253	60.93583	5.43556	5.33	-0.08	B3V	40 Tau	
1562	73.34500	2.50806	5.33	+1.64	M1III	5 Ori	
1571	73.69917	7.77917	5.33	+1.22	gK1		
2229	93.93750	12.55111	5.33	-0.02	B9II-III	73 Ori	
2520	103.27125	59.44861	5.33	+0.65	G4III+A2V	14 Lyn	
2825	111.16708	-16.20111	5.33	-0.05	B2.5IVe		
2896	113.78625	30.96111	5.33	+1.01	K0III		
3043	117.25708	-24.91222	5.33	+0.76	G0III		
3358	127.26958	-47.92917	5.33	-0.14	B2IV		
3366	128.17708	20.44111	5.33	+1.25	K3III	33Eta Cnc	
3551	133.46125	-47.52083	5.33	+0.26	A9IV-V		
3694	139.23833	-39.40139	5.33	+1.17	K5III-IV		
4086	155.87208	-38.01000	5.33	+0.25	A8V		
4496	175.26250	34.20167	5.33	+0.72	G8V	61 UMa	
4995	198.54542	-19.93083	5.33	+0.87	G6V	55 Vir	
5013	199.31500	13.67556	5.33	+1.31	K3III		
5675	228.79750	4.93944	5.33	+1.09	K0III	3 Ser	
5843	235.44750	12.84750	5.33	+0.04	A0pSr	20Chi Ser	
6083	245.61667	-49.57222	5.33	-0.04	B6IV		
6142	247.92375	-41.81694	5.33	+0.33	B1Iae		
6393	258.11583	10.58528	5.33	+1.59	M2IIIa	37 Oph	
6819	274.28125	-56.02333	5.33	-0.05	B3IIIep		
7221	287.46958	-68.42472	5.33	+0.91	G8-K0III-IV		
7552	297.96083	-39.87444	5.33	-0.06	A0pCrSr:		
8475	333.19917	34.60472	5.33	+1.13	K2-III-IIIb		
8804	346.91375	46.38722	5.33	+1.41	K5III	4 And	
310	16.42042	21.47333	5.34	-0.03	A1Vn	74Psi1Psc	
513	26.49708	-5.73333	5.34	+1.52	K4III		
1364	64.81917	-44.26806	5.34	+1.08	K2III		
1664	76.97042	8.49833	5.34	+0.33	Am	14 Ori	
1746	79.79667	2.59583	5.34	+0.41	F5II	21 Ori	
1868	83.38083	-1.15611	5.34	-0.18	B1V		
1917	83.24833	-64.22750	5.34	+1.04	G8-K0III		
3669	138.80750	14.94139	5.34	+1.32	K1III	82Pi 2Cnc	
4049	154.53167	-28.99194	5.34	+0.24	A0Ib-IIp		
4219	161.56875	-64.51500	5.34	-0.10	B6V		
4227	162.31417	10.54528	5.34	+0.03	A2V	53 Leo	
4620	182.06125	-48.69278	5.34	-0.01	B9V		
5540	224.47042	-76.66278	5.34	+1.45	K4III:		
6724	270.71292	-24.28222	5.34	+0.52	F3III	7 Sgr	
6870	275.72125	-36.66944	5.34	-0.14	Ap		
6936	277.77000	-32.98917	5.34	+0.16	A3m		
7279	288.16958	-7.93944	5.34	+0.13	B3V	20 Aql	
8196	322.18708	-69.50528	5.34	+1.55	M5III		
8496	334.20042	-12.83139	5.34	+1.14	gK0	42 Aqr	
8980	355.39375	-18.02722	5.34	+1.57	K5III	103 Aqr	
594	30.31125	-30.00167	5.35	+0.88	G5III	Pi For	
714	36.22458	-60.31194	5.35	+0.39	F2III	Lam Hor	
739	38.03917	-1.03500	5.35	+1.02	gG3	75 Cet	
750	38.94500	34.68750	5.35	+1.66	M3IIIa	15 Tri	
1153	56.41833	6.05000	5.35	-0.12	B3V	29 Tau	
1339	64.85875	21.14222	5.35	-0.08	B9IV	53 Tau	
1466	69.99208	53.47306	5.35	+0.32	A8V	2 Cam	
1861	83.17208	-1.59194	5.35	-0.19	B1IV		
2031	87.84167	-7.51806	5.35	-0.20	B2IV-V	55 Ori	
2201	93.91917	59.99917	5.35	+1.34	K3III	40 Cam	
2477	101.70625	57.16917	5.35	+0.96	K0III	13 Lyn	
